year,month,day,WSPD,WVHT,DPD,ATMP
1994,4,5,5.302083333,1.111111111,7.95,15.47708333
1994,4,6,6.6625,1.1,8.636842105,19.66458333
1994,4,7,8.966666667,1.466666667,8.422222222,19.58541667
1994,4,8,9.858333333,1.936363636,6.222727273,11.99375
1994,4,9,6.414583333,1.27,7.375,15.47708333
1994,4,10,7.73125,1.252941176,6.958823529,19.74583333
1994,4,11,7.8625,1.288235294,7.505882353,17.86666667
1994,4,12,5.7875,1.555,7.32,18.53125
1994,4,13,10.25833333,1.471428571,7.557142857,21.18333333
1994,4,14,8.73125,1.981818182,7.972727273,20.65625
1994,4,15,4.875,0.991304348,7.882608696,20.22916667
1994,4,16,10.95833333,,,22.2
1994,4,17,6.797916667,1.275,7.48125,19.06875
1994,4,18,6.920833333,1.171428571,5.823809524,18.98125
1994,4,19,6.6,0.79,6.315,20.56666667
1994,4,20,8.847916667,1.45,5.73125,20.92083333
1994,4,21,4.891666667,0.871428571,5.028571429,20.06666667
1994,4,22,9.083333333,1.782352941,6.882352941,18.41875
1994,4,23,12.62291667,2.933333333,7.822222222,14.82083333
1994,4,24,5.070833333,1.35,7.78,17.10833333
1994,4,25,8.6875,1.388888889,5.177777778,20.29375
1994,4,26,6.766666667,0.894444444,5.716666667,20.77916667
1994,4,27,6.141666667,0.777777778,4.955555556,21.06041667
1994,4,28,6.354166667,0.773684211,4.915789474,21.56458333
1994,4,29,2.69375,0.647826087,9.552173913,21.94375
1994,4,30,2.104166667,0.775,7.995833333,22.09166667
1994,5,1,7.720833333,1.192307692,5.815384615,22.58541667
1994,5,2,10.9,2.488888889,6.955555556,17.72083333
1994,5,3,11.08333333,1.994444444,6.772222222,17.975
1994,5,4,10.55416667,2.614285714,8.128571429,19.93541667
1994,5,5,8.24375,2.131818182,9.95,14.41458333
1994,5,6,6.454166667,1.578947368,9.568421053,17.1375
1994,5,7,6.358333333,1.2,6.036842105,21.09791667
1994,5,8,10.42083333,2,7.728571429,21.31666667
1994,5,9,4.777083333,0.915789474,7.521052632,17.28541667
1994,5,10,3.833333333,0.755555556,8.288888889,19.81458333
1994,5,11,7.829166667,1.391304348,7.182608696,20.7125
1994,5,12,8.439583333,1.238461538,7.346153846,22.51041667
1994,5,13,9.135416667,2.028571429,7.633333333,17.53125
1994,5,14,2.9,0.963636364,8.786363636,19.3326087
1994,5,15,6.464583333,0.792307692,8.838461538,22.17916667
1994,5,16,9.35625,1.2,5.9,23.12708333
1994,5,17,7.939583333,1.477777778,5.655555556,19.42916667
1994,5,18,8.072916667,1.581818182,7.1,15.71041667
1994,5,19,10.9875,2.238888889,8.35,15.17291667
1994,5,20,13.73333333,3.155555556,8.677777778,13.65833333
1994,5,21,13.4875,3.072727273,9.709090909,13.24375
1994,5,22,10.43125,2.608333333,8.841666667,14.45208333
1994,5,23,6.316666667,1.739130435,9.304347826,19.19583333
1994,5,24,3.93125,1.330434783,8.586956522,21.87708333
1994,5,25,8.025,0.718181818,7.863636364,22.97916667
1994,5,26,10.42083333,,,23.2932971
1994,5,27,9.389583333,,,20.43958333
1994,5,28,7.935416667,,,17.79166667
1994,5,29,3.877083333,,,20.53333333
1994,5,30,5.676482213,,,21.86867589
1994,5,31,6.183893281,,,22.28962451
1994,6,1,6.960416667,,,22.4875
1994,6,2,7.485416667,,,23.43125
1994,6,3,6.258333333,,,21.19375
1994,6,4,5.085416667,,,22.32291667
1994,6,5,3.214583333,,,23.21666667
1994,6,6,5.28134058,,,23.74429348
1994,6,7,7.46875,,,24.55833333
1994,6,8,7.341666667,,,23.98125
1994,6,9,7.491666667,,,23.02291667
1994,6,10,4.839583333,,,23.19583333
1994,6,11,6.964583333,,,23.79583333
1994,6,12,6.689583333,,,24.23125
1994,6,13,5.320833333,,,25.11666667
1994,6,14,3.547916667,,,25.78958333
1994,6,15,3.140398551,,,26.34846014
1994,6,16,2.502083333,,,26.42291667
1994,6,17,3.1625,,,26.14166667
1994,6,18,3.808333333,,,26.01875
1994,6,19,3.504166667,,,26.17708333
1994,6,20,2.227083333,,,26.26875
1994,6,21,2.271557971,,,26.73958333
1994,6,22,5.564583333,,,27.07291667
1994,6,23,4.989583333,,,26.92916667
1994,6,24,9.977083333,,,26.90208333
1994,6,25,12.39375,,,26.82083333
1994,6,26,9.452083333,,,25.66666667
1994,6,27,11.69166667,,,26.82291667
1994,6,28,9.660416667,,,25.91875
1994,6,29,11.76041667,,,26.40833333
1994,6,30,9.729166667,,,25.54791667
1994,7,1,6.66875,,,25.23541667
1994,7,2,4.01875,,,25.83958333
1994,7,3,6.84375,,,25.38333333
1994,7,4,5.229166667,,,25.3125
1994,7,5,3.747916667,,,25.54791667
1994,7,6,5.40625,,,26.42916667
1994,7,7,6.591666667,,,26.67708333
1994,7,8,6.891666667,,,26.77916667
1994,7,9,8.71875,,,26.63125
1994,7,10,8.710416667,,,27.15
1994,7,11,4.558695652,,,26.75434783
1994,7,12,4.147916667,,,26.10625
1994,7,13,6.989583333,,,26.59375
1994,7,14,8.895833333,,,27.29737319
1994,7,15,8.7625,,,27.33125
1994,7,16,7.245833333,,,27.20454545
1994,7,17,5.191666667,,,27.21458333
1994,7,18,6.70625,,,27.84583333
1994,7,19,6.120833333,,,27.69320652
1994,7,20,6.988612836,,,27.00217391
1994,7,21,8.782091097,,,27.32950311
1994,7,22,8.822916667,,,27.0375
1994,7,23,8.458333333,,,26.37708333
1994,7,24,6.891666667,,,26.35833333
1994,7,25,7.006521739,,,27.04031621
1994,7,26,8.286111111,1.1,4.85,26.04583333
1994,7,27,8.523611111,1.061904762,5.804761905,25.2
1994,7,28,8.690277778,1.2,6.135,24.43611111
1994,7,29,5.926388889,0.9125,5.61875,24.57083333
1994,7,30,3.620833333,0.642105263,6.315789474,24.83472222
1994,7,31,2.648611111,0.595833333,7.808333333,25.29444444
1994,8,1,2.076785714,0.652380952,7.554761905,25.20138889
1994,8,2,3.815625,0.656590909,7.484090909,25.77777778
1994,8,3,5.039583333,0.743297101,8.312318841,26.25972222
1994,8,4,4.40625,0.647940503,8.325514874,26.37777778
1994,8,5,7.025662879,0.793863636,6.6375,26.53472222
1994,8,6,8.991666667,1.755059524,6.786309524,22.33194444
1994,8,7,8.345833333,1.598333333,7.721388889,22.3625
1994,8,8,7.531818182,1.278921569,7.385294118,24.02727273
1994,8,9,6.258333333,0.977472527,6.690842491,23.32916667
1994,8,10,3.7375,0.714285714,7.323701299,23.9125
1994,8,11,2.567708333,0.67173913,6.460869565,25.56944444
1994,8,12,4.3875,0.552272727,6.720707071,26.67916667
1994,8,13,5.771875,0.825219298,7.675438596,26.97222222
1994,8,14,7.513541667,1.007575758,7.56780303,26.69027778
1994,8,15,7.492708333,1.198958333,6.35625,24.94166667
1994,8,16,4.804166667,0.845833333,5.925,24.42361111
1994,8,17,7.030208333,0.974285714,5.535238095,26.16388889
1994,8,18,8.672916667,1.300833333,6.346666667,26.3
1994,8,19,4.892708333,0.853442029,6.154981884,24.57222222
1994,8,20,4.267424242,0.589646465,5.843434343,24.975
1994,8,21,7.490625,0.826102941,6.3,25.82222222
1994,8,22,7.022916667,1.124545455,11.15530303,24.82361111
1994,8,23,7.68125,1.729464286,10.13928571,22.69305556
1994,8,24,7.022961957,1.586413043,9.029891304,22.10688406
1994,8,25,4.91875,1.110869565,8.651630435,22.40694444
1994,8,26,2.784375,0.840833333,8.946666667,23.54166667
1994,8,27,3.216666667,0.640340909,8.397348485,24.68611111
1994,8,28,3.721557971,0.515441176,8.372181373,25.22439614
1994,8,29,6.996875,0.65,6.895833333,26.11527778
1994,8,30,6.432291667,0.7675,5.015,24.45
1994,8,31,3.999411232,0.458333333,7.268333333,25.42083333
1994,9,1,6.091576087,0.6,5.229734848,26.15307971
1994,9,2,7.206929348,0.892391304,5.265458937,23.54202899
1994,9,3,11.40625,1.863888889,5.940972222,22.28599034
1994,9,4,12.68894928,3.056060606,8.700757576,21.54953704
1994,9,5,7.594886364,2.617300725,11.48333333,19.77361111
1994,9,6,5.695833333,1.3875,11.13125,21.66944444
1994,9,7,5.311458333,0.733333333,9.420833333,22.44027778
1994,9,8,3.528125,0.522192029,8.22807971,23.43472222
1994,9,9,2.338541667,0.458333333,9.595833333,23.64861111
1994,9,10,3.511681254,0.460227273,13.59522727,23.69543572
1994,9,11,4.060461957,0.530434783,12.29782609,23.45972222
1994,9,12,5.891600791,0.797134387,5.624110672,21.26277997
1994,9,13,3.747916667,0.594293478,9.430797101,22.4375
1994,9,14,6.346557971,0.701515152,8.769507576,24.03049517
1994,9,15,4.6875,0.541666667,14.72916667,24.46527778
1994,9,16,2.803125,0.510416667,14.37083333,24.87083333
1994,9,17,5.512228261,0.578063241,12.64920949,25.24812802
1994,9,18,8.617708333,1.12172619,4.983928571,24.26805556
1994,9,19,9.97875,1.434100877,5.554166667,21.53833333
1994,9,20,6.315896739,0.942663043,7.151177536,21.8772343
1994,9,21,7.664583333,1.163636364,6.115782828,22.54722222
1994,9,22,10.63542572,2.35317029,7.77490942,22.17602657
1994,9,23,6.549003623,1.656400966,8.295514148,20.90054348
1994,9,24,3.004166667,1.06557971,8.330736715,22.79583333
1994,9,25,4.2,0.844251208,8.471425121,23.8
1994,9,26,3.875,1.062037037,12.19074074,24.03194444
1994,9,27,5.475,1.193813131,11.30555556,24.43333333
1994,9,28,7.323958333,1.141119529,9.252609428,24.09444444
1994,9,29,6.738541667,1.036185383,7.884973262,22.51666667
1994,9,30,5.545833333,1.093813131,5.642045455,20.71388889
1994,10,1,5.533333333,0.762037037,5.311111111,22.17361111
1994,10,2,7.622916667,0.966944444,4.882777778,23.05138889
1994,10,3,10.41875,1.216269841,5.143452381,20.8375
1994,10,4,8.214479814,1.689695071,6.933149541,17.14325397
1994,10,5,5.041394928,0.934178744,6.626337129,17.28737923
1994,10,6,6.318478261,0.822323232,5.142121212,17.14891304
1994,10,7,6.403125,0.738164251,5.142904589,17.90972222
1994,10,8,5.3125,0.780897746,4.74742351,21.30416667
1994,10,9,3.111458333,0.797258454,5.982729469,21.81944444
1994,10,10,7.899230072,1.29423913,6.771449275,19.60501208
1994,10,11,11.59717262,2.3897343,7.154444444,16.24987923
1994,10,12,11.44461051,2.368640351,7.305482456,17.83611111
1994,10,13,10.621875,2.403653931,7.637672376,20.56527778
1994,10,14,10.80815217,2.501573427,8.236130536,20.58013285
1994,10,15,14.41979167,4.067207792,10.23896104,19.21111111
1994,10,16,12.20075758,3.296825397,11.21428571,16.36666667
1994,10,17,7.657789855,2.21884058,10.67080745,16.24027778
1994,10,18,4.283201581,2.038452381,11.17083333,16.85619236
1994,10,19,5.371875,1.977083333,13.07708333,18.83055556
1994,10,20,5.760416667,1.56567029,13.75960145,19.63888889
1994,10,21,6.095664526,1.067094862,11.29733202,17.9781895
1994,10,22,2.255208333,0.679981884,9.969746377,19.37083333
1994,10,23,5.742708333,0.678952569,7.918675889,21.25706522
1994,10,24,4.2875,0.92192029,6.612862319,19.95555556
1994,10,25,2.077083333,0.625,12.42916667,20.11111111
1994,10,26,6.410507246,1.236462451,7.096837945,19.26968599
1994,10,27,9.778351449,1.616576087,5.834601449,13.82028986
1994,10,28,7.324048913,1.016666667,7.533333333,14.94251208
1994,10,29,4.886458333,0.783423913,10.00380435,19.44444444
1994,10,30,5.024365942,0.863043478,7.47173913,20.84172705
1994,10,31,4.618115942,1.431818182,7.308333333,21.2343599
1994,11,1,8.547916667,1.3375,7.24375,21.65555556
1994,11,2,11.81040373,1.926293996,5.59389234,15.30674603
1994,11,3,3.907440476,0.761607143,7.119940476,17.04305556
1994,11,4,2.948958333,0.560416667,9.158333333,19.21805556
1994,11,5,3.716666667,0.547826087,8.89375,20.5375
1994,11,6,5.779166667,0.681702899,7.727898551,21.8375
1994,11,7,9.961458333,1.822916667,8.241666667,18.6875
1994,11,8,5.339719203,1.139945652,9.421467391,18.49444444
1994,11,9,7.992708333,0.9875,3.964583333,20.80138889
1994,11,10,10.59393939,1.639328063,5.355533597,19.57045455
1994,11,11,11.0170331,2.063043478,7.664855072,14.30187198
1994,11,12,7.448958333,1.217391304,7.26576087,14.69444444
1994,11,13,3.951041667,0.75,8.047916667,16.90138889
1994,11,14,4.72504529,0.63125,10.79583333,18.11533816
1994,11,15,4.075,0.913043478,9.356521739,19.47246377
1994,11,16,6.054166667,1.11875,8.473097826,19.58194444
1994,11,17,10.55965909,3.808552632,10.19199561,19.29583333
1994,11,18,12.88333333,6.38655303,13.57481061,21.1375
1994,11,19,11.47386775,3.557213439,11.88922925,18.43496377
1994,11,20,9.849139493,2.308876812,8.573007246,17.75187198
1994,11,21,10.96145833,2.403442029,8.028623188,21.31666667
1994,11,22,7.088541667,1.841856061,8.877462121,19.17222222
1994,11,23,9.119791667,1.692995169,7.213285024,12.42222222
1994,11,24,11.18740942,2.33986014,7.233741259,8.288043478
1994,11,25,8.876339286,1.350694444,5.565972222,12.68194444
1994,11,26,7.659375,1.034649123,5.055482456,14.18888889
1994,11,27,8.547826087,1.436322464,5.407608696,15.60211353
1994,11,28,9.927083333,2.356547619,8.173214286,19.67777778
1994,11,29,5.045833333,1.308201581,7.960079051,16.64861111
1994,11,30,6.836458333,1.154166667,6.45625,13.02916667
1994,12,1,6.508333333,1.2,7.15,12.64861111
1994,12,2,4.05625,0.964583333,8.347916667,13.34305556
1994,12,3,3.39379529,0.70826087,9.472717391,17.49812802
1994,12,4,4.189583333,0.752898551,9.582971014,19.02868357
1994,12,5,7.391666667,1.297139588,7.5,19.25694444
1994,12,6,4.100362319,1.045238095,7.5,17.33128019
1994,12,7,4.445063406,0.788392857,7.624404762,17.71944444
1994,12,8,10.81666667,1.925595238,7.237202381,13.30138889
1994,12,9,5.588541667,1.158333333,7.927083333,13.16944444
1994,12,10,6.761458333,1.024365942,8.064311594,18.34166667
1994,12,11,9.705932971,1.90952381,6.834161491,15.23345411
1994,12,12,10.65916667,2.441666667,7.089583333,8.320833333
1994,12,13,9.345535714,1.868333333,6.354166667,12.48333333
1994,12,14,10.57193841,2.436956522,7.006521739,14.17228261
1994,12,15,13.32333333,3.747083333,10.10583333,12.08611111
1994,12,16,10.31852832,3.216666667,11.80416667,11.25549517
1994,12,17,4.670955882,2.722916667,13.34166667,12.45
1994,12,18,5.371875,2.370833333,15.22361111,12.28055556
1994,12,19,8.9328125,2.0625,14.75833333,9.163888889
1994,12,20,5.139912281,1.338586957,11.79375,8.825
1994,12,21,7.234429825,0.947321429,9.45625,12.57361111
1994,12,22,11.02708333,1.464583333,5.46875,15.65555556
1994,12,23,14.76224495,4.448913043,12.15217391,14.87518116
1994,12,24,14.43773551,4.065217391,12.76956522,10.84528986
1994,12,25,10.05538949,2.408695652,8.639130435,9.391847826
1994,12,26,8.070833333,1.779166667,9.729166667,10.69722222
1994,12,27,8.11875,1.752173913,8.791304348,11.25138889
1994,12,28,4.126041667,1.083333333,9.875,12.31111111
1994,12,29,8.3375,1.275,6.829166667,11.85833333
1994,12,30,9.832291667,1.972727273,6.545454545,8.901388889
1994,12,31,7.768070652,,,13.88417874
1995,1,1,8.097222222,1.471428571,8.223809524,15.31666667
1995,1,2,8.356944444,1.025,6.358333333,12.15972222
1995,1,3,6.075,0.979166667,5.6,6.918055556
1995,1,4,5.851641414,0.608695652,6.326086957,6.732575758
1995,1,5,8.7125,1.565217391,5.786956522,1.695833333
1995,1,6,5.405495169,1.1,6.9,5.356038647
1995,1,7,10.75972222,,,15.83611111
1995,1,8,8.122342995,,,8.048248792
1995,1,9,3.436111111,,,7.443055556
1995,1,10,6.773188406,,,9.70410628
1995,1,11,5.316666667,,,11.91388889
1995,1,12,6.475,,,15.2625
1995,1,13,5.668055556,,,16.02083333
1995,1,14,10.3,,,17.53055556
1995,1,15,14.15416667,,,18.1
1995,1,16,7.345048309,,,15.25386473
1995,1,17,12.01944444,,,10.38194444
1995,1,18,9.722222222,,,10.50972222
1995,1,19,7.909057971,,,10.302657
1995,1,20,11.69444444,,,11.4375
1995,1,21,10.88611111,,,8.697222222
1995,1,22,9.8625,,,6.520833333
1995,1,23,6.248611111,,,7.575
1995,1,24,9.709722222,,,4.001388889
1995,1,25,9.394444444,,,4.334722222
1995,1,26,8.279166667,,,5.872222222
1995,1,27,4.597222222,,,5.591666667
1995,1,28,3.376388889,,,9.277777778
1995,1,29,9.572222222,,,8.333333333
1995,1,30,8.004166667,,,8.991666667
1995,1,31,7.493055556,,,5.220833333
1995,2,1,8.379166667,,,8.744444444
1995,2,2,7.323611111,,,10.70972222
1995,2,3,7.192760524,,,7.456131815
1995,2,4,11.52108586,,,11.23219697
1995,2,5,14.37777778,,,2.688888889
1995,2,6,11.25102657,,,-2.439673913
1995,2,7,7.176932367,,,1.486594203
1995,2,8,8.291666667,,,2.398611111
1995,2,9,10.62083333,,,-1.747222222
1995,2,10,10.83055556,,,5.693055556
1995,2,11,5.591376812,,,8.947826087
1995,2,12,9.083333333,,,4.990277778
1995,2,13,6.416666667,,,1.502777778
1995,2,14,4.65307971,,,4.88031401
1995,2,15,6.58334843,0.944444444,5.288888889,9.684299517
1995,2,16,8.329166667,1.920833333,7.508333333,14.73472222
1995,2,17,9.233650362,1.551488095,6.153571429,9.534359903
1995,2,18,9.511367754,1.679257246,6.855615942,9.925
1995,2,19,7.331929348,1.958061594,7.969655797,8.799214976
1995,2,20,2.522599638,1.244071146,9.813932806,8.857608696
1995,2,21,7.227083333,1.15625,8.804166667,9.376388889
1995,2,22,9.029734848,1.945454545,6.523674242,5.648863636
1995,2,23,7.896875,1.255978261,8.726902174,9.841545894
1995,2,24,9.183740942,1.219565217,5.608695652,12.04583333
1995,2,25,7.445878623,1.417391304,6.010869565,5.951449275
1995,2,26,5.427083333,0.622916667,5.273460145,10.15833333
1995,2,27,3.723505435,0.975,6.75,12.49758454
1995,2,28,7.655797101,1.324242424,7.044318182,14.63653382
1995,3,1,7.313541667,1.964583333,7.18125,11.90694444
1995,3,2,14.19839286,2.978869048,8.203571429,6.599206349
1995,3,3,10.70855978,2.150634058,9.594021739,5.922342995
1995,3,4,9.425028821,1.892613636,9.897348485,6.809530083
1995,3,5,8.668791173,2.222537879,10.55378788,7.235677426
1995,3,6,3.894701087,1.642119565,10.92817029,10.94027778
1995,3,7,4.138105237,0.99375,10.22708333,13.65807532
1995,3,8,10.67653986,1.565217391,8.5,16.03550725
1995,3,9,14.24216486,2.830706522,7.578532609,7.678442029
1995,3,10,11.20520833,2.372916667,7.54375,3.040277778
1995,3,11,3.732201087,0.986050725,7.49692029,6.780797101
1995,3,12,3.643181818,0.62826087,12.23869565,10.9625
1995,3,13,2.91875,0.625,9.179166667,13.12777778
1995,3,14,2.997916667,0.720833333,8.804166667,13.4
1995,3,15,4.529166667,1.0125,11.38333333,10.75138889
1995,3,16,4.202400362,1.252173913,12.80869565,13.87958937
1995,3,17,6.044791667,0.939130435,12.4,15.93333333
1995,3,18,10.17092391,1.408333333,7.795833333,11.87777778
1995,3,19,8.658333333,1.245833333,6.929166667,9.986111111
1995,3,20,4.823958333,1.283333333,7.9,12.90138889
1995,3,21,8.147690217,1.22173913,8.252173913,15.92028986
1995,3,22,7.787215909,0.954545455,8.427272727,16.29179293
1995,3,23,6.665625,0.986363636,7,13
1995,3,24,9.013768116,1.241666667,6.120833333,9.800543478
1995,3,25,7.96875,1.370833333,6.383333333,9.770833333
1995,3,26,5.31865942,0.9875,6.675,10.92361111
1995,3,27,4.804211957,0.717391304,6.165217391,13.12264493
1995,3,28,7.196875,0.958333333,5.825,11.55555556
1995,3,29,5.88125,1.020833333,8.845833333,10.17222222
1995,3,30,4.113541667,1.1125,10.53333333,13.68888889
1995,3,31,6.7125,1.308695652,9.460869565,11.32916667
1995,4,1,7.280208333,0.95,6.766666667,10.18333333
1995,4,2,6.188043478,0.740909091,6.895454545,11.00821256
1995,4,3,4.368161232,0.770833333,15.0625,10.83387681
1995,4,4,9.756431159,0.908333333,9.604166667,16.10012077
1995,4,5,9.358333333,1.55,7.1125,10.475
1995,4,6,5.303125,0.783333333,7,12.59861111
1995,4,7,4.653125,1.154166667,7.166666667,14.4125
1995,4,8,4.640625,1.295833333,9.145833333,16.47361111
1995,4,9,8.224547101,1.026086957,6.930434783,17.95024155
1995,4,10,8.213405797,1.483333333,5.995833333,16.46944444
1995,4,11,8.0875,1.575,7.420833333,13.63194444
1995,4,12,6.171150362,1.229166667,7.191666667,16.42874396
1995,4,13,7.911458333,1.404347826,6.786956522,18.5
1995,4,14,7.671875,1.1,5.4375,14.23888889
1995,4,15,6.405027174,0.841666667,5.375,12.39214976
1995,4,16,4.640625,0.479166667,12.69166667,16.08611111
1995,4,17,5.312726449,0.675,12.24166667,17.40555556
1995,4,18,4.662318841,0.875,5.079166667,17.62083333
1995,4,19,8.145833333,0.958333333,5.370833333,19.27916667
1995,4,20,6.577083333,0.941666667,5.9375,19.18333333
1995,4,21,6.858333333,0.829166667,5.345833333,19.91388889
1995,4,22,6.030208333,0.591666667,6.4625,20.27222222
1995,4,23,9.90298913,1.2625,5.804166667,15.39849034
1995,4,24,7.651041667,1.491666667,6.604166667,16.50555556
1995,4,25,6.36875,1.366666667,7.179166667,12.32083333
1995,4,26,4.138541667,0.708333333,8.216666667,14.9125
1995,4,27,3.968931159,0.533333333,8.2875,17.74402174
1995,4,28,3.755525362,0.641666667,6.045833333,18.89722222
1995,4,29,5.91875,0.730434783,7.27826087,17.16666667
1995,4,30,6.515625,0.908333333,7.445833333,19.33611111
1995,5,1,8.680208333,1.333333333,5.904166667,15.66388889
1995,5,2,9.772961957,1.765217391,7.22173913,17.38176329
1995,5,3,7.526041667,1.875,9.0875,12.10416667
1995,5,4,3.481657609,1.379166667,11.09166667,14.70102657
1995,5,5,4.6375,1.233333333,12.34583333,17.88055556
1995,5,6,6.594791667,1,12.43333333,16.35833333
1995,5,7,3.279891304,0.825,12.59166667,17.23345411
1995,5,8,5.873958333,1.129166667,8.466666667,16.15
1995,5,9,3.972727273,1.229166667,9.320833333,16.44583333
1995,5,10,8.51254529,1.258333333,10.14583333,19.89951691
1995,5,11,7.714900362,1.0625,8.145833333,21.18146135
1995,5,12,5.916666667,0.975,7.375,19.71805556
1995,5,13,3.359918478,0.5375,7.229166667,19.98146135
